posicion	jugador	club	puntos	categoria
3312	Caprio, Bruno                      	U.V.V.A.                      	485	7
3313	Modrow, Gian Luka                  	Nichia Gakuin                 	485	7
3314	Basso, Catalina                    	Gimnasty                      	484	7
3315	Carrillo, Gerardo                  	U.V.V.A.                      	484	7
3316	Husson, Sofia                      	CEDIMA                        	483	7
3317	Montes Mazza, Lucas                	Nichia Gakuin                 	481	7
3318	Piedra, Matias                     	Villa Sahores                 	481	7
3319	Castrovinci, Carina                	River Plate                   	481	7
3320	Deibe Medina, Sheila               	CEDIMA                        	480	7
3321	Aguilera, Dario Vicente            	Padilla                       	480	7
3322	Bocca Di Fuocco, Gabriel           	Intendente Agüero             	480	7
3323	Parodi, Nicole                     	La Huella                     	479	7
3324	Paladino, Martin                   	Ateneo de Versailles          	479	7
3325	Malondra, Pablo                    	Libertad                      	478	7
3326	Segura, Lucas                      	La Reja                       	478	7
3327	Cortez, Facundo                    	C.A.S.A. de Padua             	477	7
3328	Luqui, Jorge L                     	La Reja                       	477	7
3329	Sassoon, Maximiliano               	River Plate                   	477	7
3330	Lopez, Juan Manuel (f)             	Libre                         	476	7
3331	Centurion, Hugo Oscar              	Cedem nº 2                    	476	7
3332	Cobe, Nuri                         	Def. Santos Lugares           	476	7
3333	Asimacopulo, Matias                	Cedem nº 2                    	476	7
3334	Mendez, Juan Manuel                	Def. Santos Lugares           	476	7
3335	Alderete, Lautaro                  	Vito Dumas TdM                	476	7
3336	Aguilar, Angel F                   	Vito Dumas TdM                	476	7
3337	Aguilar Rodriguez, Santiago        	Vito Dumas TdM                	476	7
3338	Lopez, Horacio                     	Vito Dumas TdM                	476	7
3339	Recalde, Maria Fernanda            	Libre                         	476	7
3340	Rosa, Julian                       	Vito Dumas TdM                	476	7
3341	Russo, Nahuel                      	Vito Dumas TdM                	476	7
3342	Esses, Iara                        	Macabi                        	476	7
3343	Mayoral, Juan Manuel               	Adrogue Sith Spin             	476	7
3344	Gonzalez, German A.                	Def. Santos Lugares           	476	7
3345	Guagliardi, Joel                   	Cedem nº 2                    	476	7
3346	Ferrin, Diego J.                   	Circulo Campano               	476	7
3347	Bueno, Sergio D.                   	Circulo Campano               	476	7
3348	Molina, Miguel Angel               	Vito Dumas TdM                	476	7
3349	Gonzalez, Juan Carlos              	Def. Santos Lugares           	476	7
3350	Esquite Puqui, Efrain J.           	TMR                           	476	7
3351	Alfonso, Angel                     	TMR                           	476	7
3352	Ponce De Leon, Fernando            	Nikkei TDM                    	475	7
3353	Nelson, Marcos D.                  	TMR                           	475	7
3354	Nizetich Tripodi, Lautaro          	CTDM Pato Nizetich            	475	7
3355	Gomez, Diego J                     	Vito Dumas TdM                	474	7
3356	Barufaldi, Tomas G.                	Rioja                         	474	7
3357	Fresenga, Enzo Nicolas             	Estacion Ping Pong            	474	7
3358	Biasioli, Gabriel                  	San Lorenzo                   	473	7
3359	Serantes, Anibal                   	Adrogue Sith Spin             	473	7
3360	Iribas, Fernando D.                	Circulo Campano               	472	7
3361	Grimaldi, Alejandra                	Inst. Compañía María          	472	7
3362	Novales, Ivan                      	Vito Dumas TdM                	471	7
3363	Senderowitsch, Leonardo            	Atlanta                       	469	7
3364	Barboza, Juan Manuel               	La Reja                       	468	7
3365	Italiano, Franco                   	Soc. Fomento CAVA             	468	7
3366	Gualtieri, Julian                  	Ntra. Señora Lourdes          	468	7
3367	Ibarra, Tobias                     	Villa Sahores                 	466	7
3368	Silva, Maximiliano                 	San Lorenzo                   	466	7
3369	Rouge, Gustavo                     	Cedem nº 2                    	466	7
3370	Montedoro, Emiliano                	Def. Santos Lugares           	465	7
3371	Kurchan, Rodolfo                   	Nichia Gakuin                 	465	7
3372	Leiva, Facundo                     	Intendente Agüero             	464	7
3373	Benech Arnold, Lautaro             	Fenix                         	463	7
3374	De Vinzenzi, Leandro L             	La Reja                       	461	7
3375	Galardi, Daniel                    	Social Club TDM               	459	7
3376	Kibisz, Pablo                      	Peretz                        	459	7
3377	Quiroga, Julian                    	TMR                           	457	7
3378	Leguizamon, Candela                	La Huella                     	456	7
3379	Cobanera, Franco                   	Intendente Agüero             	455	7
3380	Blasco, Santino                    	Top Minc                      	454	7
3381	Deibe, Martin                      	CEDIMA                        	451	7
3382	Mendez Bernardo, Vanessa           	La Legión TDM                 	451	7
3383	Birenboim, Lautaro                 	Social Club TDM               	450	7
3384	Melendez, Palermo                  	Social Club TDM               	450	7
3385	Leyria, Tomas                      	Social Club TDM               	450	7
3386	Cucut, Liliana A.                  	Estacion Ping Pong            	450	7
3387	Di Giorgio, Natalio E.             	Estacion Ping Pong            	450	7
3388	Brailovsky, Andrea C.              	Def. Santos Lugares           	450	7
3389	Ghidella, Luciano                  	Social Club TDM               	450	7
3390	Fernand, Kenny                     	Urquiza                       	450	7
3391	Sanchez, Romulo                    	Urquiza                       	450	7
3392	Roldan, Nestor O.                  	Adrogue Sith Spin             	450	7
3393	Carattoli, Diego                   	Ateneo de Versailles          	450	7
3394	Echodas, Gregorio                  	Ateneo de Versailles          	450	7
3395	Somoza, Nahuel                     	Ateneo de Versailles          	450	7
3396	Mentasti, Bruno                    	Ateneo de Versailles          	450	7
3397	Mentasti, Norberto                 	Ateneo de Versailles          	450	7
3398	Benavides, Fernando                	Ateneo de Versailles          	450	7
3399	Malvassi, Fabian Jorge             	Atlanta                       	450	7
3400	Letterio, José Gabriel             	Atlanta                       	450	7
3401	Grasso, Joaquin                    	Atlanta                       	450	7
3402	Chiyik, Pedro                      	Atlanta                       	450	7
3403	Minces, Martin                     	Atlanta                       	450	7
3404	Belloni, Carlos Enrique            	Atlanta                       	450	7
3405	Sung, Agustin Kevin                	Atlanta                       	450	7
3406	Cohen, Benjamin                    	Atlanta                       	450	7
3407	Pastor, Martín                     	Fenix                         	450	7
3408	Giraldo, Nicolás                   	Fenix                         	450	7
3409	Perez, Lautaro                     	Fenix                         	450	7
3410	Perez, Francisco                   	Fenix                         	450	7
3411	Vera, Mario Luis                   	Gimnasty                      	450	7
3412	Arnez Ortuzte, Fernando            	La Legión TDM                 	450	7
3413	Corengia, Santino                  	La Legión TDM                 	450	7
3414	Miño, Federico                     	La Legión TDM                 	450	7
3415	Montiliengo, Ignacio               	La Legión TDM                 	450	7
3416	Opromolla, Janet                   	La Legión TDM                 	450	7
3417	Pereira Ruiz, Javier               	La Legión TDM                 	450	7
